AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID,PersonMasterID
564,365,Naveen Bhat,19,1,A1,PM00551
565,366,Divya Kumar,36,1,A1,PM00499
566,367,Anil Rao,44,1,A1,PM00484
567,368,Naveen Naik,27,3,A1,PM00568
568,369,Aishwarya Naik,50,2,A1,PM00530
569,370,Naveen Reddy,49,1,A1,PM00998
570,371,Ananya Reddy,53,1,A1,PM00587
571,371,Lakshmi Shetty,30,1,A2,PM00491
572,372,Arun Naik,47,2,A1,PM00991
573,372,Naveen Rao,57,1,A2,PM01091
574,372,Mahesh Sharma,20,1,A3,PM01028
575,373,Kavya Khan,51,2,A1,PM00594
576,374,Divya Mulla,55,2,A1,PM00511
577,375,Vijay Shetty,64,2,A1,PM00145
578,375,Shreya Sharma,56,2,A2,PM00660
579,376,Neha Kumar,62,1,A1,PM00314
580,377,Shankar Rao,32,2,A1,PM00786
581,378,Deepak Jain,60,1,A1,PM00092
582,378,Mahesh Gowda,55,1,A2,PM00241
583,379,Anil Sharma,18,1,A1,PM01081
584,379,Nandini Gowda,55,2,A2,PM00226
585,379,Asha Rao,19,1,A3,PM00202
586,380,Suresh Reddy,28,1,A1,PM00646
587,380,Vijay Mulla,37,1,A2,PM00888
588,380,Manoj Bhat,65,1,A3,PM00515
589,380,Asha Bhat,27,3,A4,PM00607
590,381,Aishwarya Rao,26,1,A1,PM00644
591,382,Farhan Gowda,25,3,A1,PM00521
592,383,Anil Patil,46,1,A1,PM00063
593,384,Ajay Naik,30,3,A1,PM00164
594,385,Deepak Reddy,21,2,A1,PM00439
595,386,Kiran Khan,36,3,A1,PM00720
596,387,Ananya Nayak,39,1,A1,PM01087
597,388,Sneha Kulkarni,52,2,A1,PM00276
598,388,Mahesh Gowda,48,1,A2,PM00585
599,389,Sneha Nayak,42,2,A1,PM00368
600,390,Sneha Mulla,24,3,A1,PM00770
601,391,Ajay Desai,52,3,A1,PM00653
602,392,Nandini Hegde,40,1,A1,PM00478
603,392,Priya Khan,50,2,A2,PM00060
604,392,Deepak Naik,39,3,A3,PM00037
605,393,Arun Joshi,28,2,A1,PM00669
606,394,Meera Pujari,25,2,A1,PM00772
607,395,Kiran Shetty,35,3,A1,PM00867
608,396,Asha Sharma,20,1,A1,PM00841
609,396,Anil Joshi,61,1,A2,PM00477
610,397,Lakshmi Sharma,48,2,A1,PM00165
611,397,Lakshmi Desai,52,1,A2,PM00159
612,398,Asha Kumar,57,3,A1,PM00059
613,399,Anil Hegde,60,2,A1,PM00155
614,400,Prakash Khan,56,3,A1,PM00064
615,400,Naveen Jain,24,1,A2,PM00921
616,401,Priya Nayak,33,1,A1,PM00767
617,402,Asha Rao,19,1,A1,PM00202
618,402,Priya Shetty,58,1,A2,PM00738
619,402,Ananya Jain,19,2,A3,PM00265
620,402,Divya Kulkarni,31,2,A4,PM00869
621,403,Farhan Patil,55,1,A1,PM00642
622,404,Farhan Patil,47,1,A1,PM00885
623,404,Farhan Rao,24,1,A2,PM01035
624,404,Neha Reddy,29,1,A3,PM00825
625,405,Kavya Jain,44,2,A1,PM00516
626,405,Arun Kumar,38,2,A2,PM00950
627,406,Suresh Nayak,53,2,A1,PM00566
628,406,Kiran Patil,50,2,A2,PM00705
629,407,Aishwarya Pujari,54,1,A1,PM00935
630,408,Asha Gowda,22,1,A1,PM00377
631,408,Rahul Desai,59,2,A2,PM00630
632,409,Lakshmi Naik,41,2,A1,PM00791
633,410,Asha Bhat,27,3,A1,PM00607
634,410,Arun Rao,30,1,A2,PM00750
635,411,Manoj Nayak,39,2,A1,PM00897
636,412,Rahul Rao,55,1,A1,PM01030
637,412,Asha Gowda,22,1,A2,PM00377
638,413,Ajay Desai,52,3,A1,PM00653
639,414,Prakash Reddy,41,2,A1,PM00773
640,414,Nandini Khan,61,3,A2,PM00383
641,415,Sneha Patil,23,3,A1,PM00578
642,416,Ravi Bhat,45,2,A1,PM00390
643,417,Ravi Hegde,30,3,A1,PM00840
644,417,Ananya Patil,47,2,A2,PM00269
645,418,Meera Sharma,58,2,A1,PM00996
646,419,Pooja Hegde,57,3,A1,PM00286
647,420,Neha Nayak,47,2,A1,PM00577
648,421,Prakash Mulla,60,2,A1,PM00348
649,422,Imran Naik,18,1,A1,PM00317
650,423,Meera Mulla,37,2,A1,PM00590
651,424,Kiran Gowda,64,3,A1,PM00879
652,424,Kiran Patil,42,2,A2,PM00218
653,425,Lakshmi Gowda,47,2,A1,PM00036
654,426,Asha Bhat,27,3,A1,PM00607
655,427,Asha Rao,34,2,A1,PM00406
656,428,Sunil Pujari,22,1,A1,PM01050
657,429,Suresh Sharma,20,2,A1,PM00782
658,430,Sneha Mulla,24,3,A1,PM00770
659,431,Neha Desai,42,2,A1,PM00917
660,432,Suresh Sharma,28,3,A1,PM00504
661,433,Neha Bhat,43,1,A1,PM00830
662,433,Sneha Kulkarni,47,1,A2,PM00141
663,434,Rahul Kumar,47,2,A1,PM00205
664,435,Manoj Joshi,57,2,A1,PM00647
665,436,Rahul Shetty,20,3,A1,PM00699
666,436,Rahul Hegde,35,2,A2,PM00075
667,436,Naveen Bhat,19,1,A3,PM00551
668,436,Vijay Gowda,31,1,A4,PM00862
669,437,Imran Desai,49,1,A1,PM00592
670,438,Ajay Kulkarni,34,1,A1,PM00546
671,439,Meera Nayak,54,3,A1,PM00916
672,439,Neha Shetty,48,2,A2,PM00652
673,440,Imran Mulla,61,2,A1,PM00196
674,441,Neha Pujari,18,2,A1,PM00162
675,441,Asha Jain,20,3,A2,PM00836
676,442,Asha Desai,45,1,A1,PM00422
677,443,Lakshmi Rao,63,1,A1,PM00831
678,444,Pooja Bhat,46,1,A1,PM00514
679,445,Kavya Naik,53,2,A1,PM00775
680,446,Vijay Desai,64,2,A1,PM00694
681,447,Kiran Patil,24,2,A1,PM00126
682,448,Kiran Jain,55,1,A1,PM00850
683,449,Aishwarya Sharma,41,1,A1,PM00230
684,450,Nandini Naik,33,2,A1,PM00695
685,451,Naveen Kumar,22,1,A1,PM00584
686,452,Divya Bhat,21,1,A1,PM00367
687,453,Asha Kulkarni,30,1,A1,PM01045
688,454,Kiran Patil,32,1,A1,PM01000
689,454,Pooja Hegde,64,1,A2,PM01034
690,455,Shankar Patil,31,3,A1,PM00194
691,455,Kavya Sharma,46,2,A2,PM00542
692,456,Aishwarya Patil,57,1,A1,PM00876
693,457,Prakash Jain,18,1,A1,PM00146
694,458,Meera Kumar,61,1,A1,PM00616
695,459,Priya Khan,50,2,A1,PM00060
696,459,Manoj Nayak,39,2,A2,PM00897
697,459,Sneha Pujari,60,2,A3,PM00959
698,460,Pooja Reddy,35,1,A1,PM00170
699,461,Manoj Pujari,39,1,A1,PM00311
700,462,Mahesh Nayak,40,3,A1,PM00870
701,463,Neha Pujari,18,2,A1,PM00162
702,464,Prakash Patil,64,1,A1,PM00810
703,465,Arun Gowda,31,2,A1,PM00104
704,465,Ravi Hegde,30,3,A2,PM00840
705,466,Priya Mulla,20,2,A1,PM00983
706,466,Neha Mulla,65,1,A2,PM00777
707,467,Pooja Khan,19,2,A1,PM00528
708,467,Lakshmi Reddy,33,1,A2,PM00871
709,468,Sunil Reddy,41,2,A1,PM00554
710,468,Lakshmi Kulkarni,50,2,A2,PM00330
711,469,Naveen Rao,57,1,A1,PM01091
712,470,Priya Sharma,18,3,A1,PM00572
713,471,Deepak Reddy,30,2,A1,PM00582
714,471,Ananya Kulkarni,64,2,A2,PM00640
715,471,Nandini Sharma,63,3,A3,PM00327
716,472,Naveen Jain,54,3,A1,PM00754
717,472,Priya Nayak,25,2,A2,PM00329
718,472,Naveen Reddy,53,1,A3,PM00979
719,473,Mahesh Pujari,61,2,A1,PM00624
720,473,Manoj Kumar,38,1,A2,PM00189
721,473,Mahesh Hegde,25,2,A3,PM00273
722,474,Ananya Naik,19,3,A1,PM00751
723,474,Deepak Reddy,21,2,A2,PM00439
724,474,Shankar Bhat,64,2,A3,PM00506
725,475,Shankar Joshi,54,3,A1,PM00416
726,476,Aishwarya Naik,65,2,A1,PM01072
727,476,Ananya Pujari,20,1,A2,PM00347
728,477,Vijay Reddy,54,2,A1,PM00845
729,477,Lakshmi Rao,33,1,A2,PM00272
730,477,Sunil Nayak,42,1,A3,PM00361
731,478,Mahesh Patil,42,2,A1,PM00357
732,478,Prakash Reddy,41,2,A2,PM00773
733,478,Sneha Kumar,22,1,A3,PM00419
734,479,Suresh Hegde,23,2,A1,PM00606
735,479,Sneha Naik,28,1,A2,PM00394
736,480,Divya Bhat,21,1,A1,PM00367
737,480,Asha Shetty,51,1,A2,PM00914
738,480,Lakshmi Rao,32,3,A3,PM00721
739,480,Priya Bhat,26,1,A4,PM00365
740,481,Pooja Shetty,22,1,A1,PM00571
741,481,Ananya Kulkarni,64,2,A2,PM00640
742,482,Nandini Reddy,37,1,A1,PM00559
743,482,Manoj Shetty,65,1,A2,PM00926
744,482,Pooja Khan,19,2,A3,PM00528
745,483,Manoj Kumar,58,3,A1,PM00517
746,483,Neha Bhat,43,1,A2,PM00830
747,483,Asha Jain,56,1,A3,PM00707
748,484,Meera Jain,64,2,A1,PM00963
749,484,Ananya Kulkarni,58,3,A2,PM00038
750,485,Vijay Mulla,37,1,A1,PM00888
751,486,Ananya Patil,47,2,A1,PM00269
752,486,Ajay Bhat,48,2,A2,PM00340
753,486,Manoj Joshi,60,1,A3,PM00231
754,487,Aishwarya Kulkarni,45,1,A1,PM00453
755,487,Divya Joshi,57,2,A2,PM00380
756,487,Shreya Joshi,46,1,A3,PM00682
757,488,Anil Pujari,44,1,A1,PM00677
758,488,Mahesh Patil,42,2,A2,PM00357
759,488,Sunil Joshi,35,1,A3,PM00509
760,489,Prakash Mulla,60,2,A1,PM00348
761,490,Asha Naik,20,2,A1,PM00602
762,491,Ajay Kumar,53,2,A1,PM00407
763,492,Rahul Khan,32,3,A1,PM00166
764,492,Kiran Pujari,64,2,A2,PM00925
765,493,Divya Sharma,43,1,A1,PM00704
766,494,Aishwarya Patil,37,3,A1,PM01058
767,495,Asha Hegde,50,1,A1,PM00497
768,496,Suresh Gowda,52,3,A1,PM00429
769,497,Lakshmi Rao,30,1,A1,PM00752
770,497,Nandini Gowda,24,1,A2,PM01041
771,498,Mahesh Sharma,51,1,A1,PM00743
772,499,Rahul Sharma,30,2,A1,PM00020
773,500,Kiran Nayak,40,2,A1,PM00465
774,501,Divya Khan,31,3,A1,PM01026
775,502,Lakshmi Nayak,22,2,A1,PM00208
776,502,Sneha Naik,23,1,A2,PM00094
777,503,Neha Kumar,62,1,A1,PM00314
778,503,Neha Sharma,46,3,A2,PM00001
779,504,Divya Desai,26,1,A1,PM00430
780,505,Asha Joshi,20,2,A1,PM00690
781,506,Kiran Patil,32,1,A1,PM01000
782,507,Kiran Jain,61,2,A1,PM00801
783,507,Neha Kumar,18,3,A2,PM00824
784,508,Sunil Gowda,50,1,A1,PM00122
785,509,Naveen Shetty,60,2,A1,PM00223
786,510,Farhan Mulla,24,1,A1,PM00730
787,510,Ananya Khan,65,1,A2,PM00045
788,511,Imran Kumar,57,1,A1,PM00116
789,512,Deepak Kulkarni,27,2,A1,PM00258
790,513,Divya Mulla,58,1,A1,PM01088
791,514,Priya Nayak,25,2,A1,PM00329
792,515,Sunil Rao,27,2,A1,PM00451
793,516,Naveen Patil,27,1,A1,PM00565
794,517,Kavya Naik,22,2,A1,PM00691
795,518,Ajay Desai,20,1,A1,PM00372
796,519,Neha Nayak,47,2,A1,PM00577
797,520,Arun Gowda,46,1,A1,PM00034
798,521,Vijay Shetty,22,1,A1,PM00658
799,521,Ajay Gowda,18,3,A2,PM00183
800,522,Arun Joshi,18,1,A1,PM00263
801,522,Divya Naik,47,1,A2,PM00495
802,522,Farhan Rao,18,1,A3,PM00360
803,523,Suresh Nayak,51,1,A1,PM00502
804,524,Naveen Khan,57,3,A1,PM00323
805,524,Ananya Hegde,61,1,A2,PM00249
806,524,Mahesh Shetty,29,2,A3,PM00538
807,525,Ajay Reddy,43,1,A1,PM01027
808,526,Aishwarya Joshi,46,1,A1,PM00534
809,526,Shankar Bhat,32,3,A2,PM00758
810,526,Priya Reddy,43,2,A3,PM00029
811,526,Nandini Desai,32,3,A4,PM00781
812,527,Neha Desai,31,1,A1,PM00332
813,528,Ajay Desai,20,1,A1,PM00372
814,529,Divya Nayak,38,2,A1,PM00513
815,530,Mahesh Gowda,48,1,A1,PM00585
816,530,Meera Reddy,27,1,A2,PM00044
817,531,Ajay Hegde,23,1,A1,PM00414
818,532,Shreya Jain,36,1,A1,PM00741
819,533,Suresh Patil,49,1,A1,PM00401
820,534,Ajay Mulla,23,2,A1,PM00476
821,535,Manoj Pujari,39,1,A1,PM00311
822,536,Anil Mulla,27,2,A1,PM00601
823,536,Rahul Khan,32,3,A2,PM00166
824,536,Nandini Khan,43,2,A3,PM00685
825,537,Ajay Shetty,61,2,A1,PM00175
826,537,Kavya Nayak,49,3,A2,PM00251
827,538,Pooja Khan,35,2,A1,PM00435
828,538,Meera Khan,43,1,A2,PM00471
829,539,Sneha Patil,23,3,A1,PM00578
830,539,Asha Hegde,50,1,A2,PM00497
831,539,Neha Naik,64,2,A3,PM01039
832,539,Divya Naik,51,1,A4,PM00133
833,540,Suresh Mulla,35,3,A1,PM00157
834,540,Kiran Pujari,31,1,A2,PM00442
835,540,Neha Kumar,39,1,A3,PM00847
836,541,Mahesh Gowda,55,1,A1,PM00241
837,541,Neha Sharma,38,1,A2,PM00147
838,542,Neha Mulla,65,1,A1,PM00777
839,543,Divya Patil,21,2,A1,PM00609
840,544,Naveen Mulla,29,1,A1,PM00806
841,545,Shreya Pujari,52,2,A1,PM00583
842,545,Naveen Rao,28,1,A2,PM00823
843,545,Neha Pujari,18,2,A3,PM00162
844,546,Anil Reddy,34,3,A1,PM01062
845,546,Anil Bhat,23,1,A2,PM00488
846,547,Suresh Pujari,32,1,A1,PM00437
847,548,Farhan Reddy,31,1,A1,PM00173
848,549,Sneha Naik,35,2,A1,PM00243
849,550,Lakshmi Desai,59,2,A1,PM00927
850,550,Aishwarya Patil,57,1,A2,PM00876
851,551,Farhan Pujari,59,1,A1,PM00540
852,552,Prakash Bhat,63,1,A1,PM00128
853,552,Aishwarya Rao,25,1,A2,PM00455
854,553,Manoj Sharma,25,2,A1,PM00535
855,554,Anil Pujari,22,3,A1,PM00520
856,554,Ravi Patil,36,1,A2,PM00999
857,555,Naveen Bhat,19,1,A1,PM00551
858,555,Rahul Pujari,42,3,A2,PM00163
859,556,Deepak Pujari,25,1,A1,PM00344
860,557,Suresh Hegde,23,2,A1,PM00606
861,558,Suresh Pujari,33,2,A1,PM00934
862,559,Shreya Kulkarni,24,3,A1,PM00726
863,560,Ravi Patil,34,1,A1,PM00988
864,561,Ananya Kumar,41,1,A1,PM00444
865,562,Meera Sharma,61,3,A1,PM00868
866,563,Aishwarya Desai,23,1,A1,PM01054
867,564,Nandini Gowda,55,2,A1,PM00226
868,565,Meera Mulla,54,3,A1,PM00722
869,566,Rahul Shetty,20,3,A1,PM00699
870,566,Naveen Kumar,54,1,A2,PM00115
871,567,Farhan Joshi,49,1,A1,PM00510
872,568,Manoj Nayak,39,2,A1,PM00897
873,568,Divya Gowda,45,2,A2,PM00795
874,568,Divya Bhat,21,1,A3,PM00367
875,569,Prakash Rao,37,1,A1,PM00303
876,570,Ravi Sharma,41,1,A1,PM01002
877,571,Prakash Pujari,22,2,A1,PM00239
878,571,Vijay Gowda,63,2,A2,PM00447
879,572,Mahesh Joshi,44,1,A1,PM00563
880,572,Priya Khan,40,1,A2,PM00976
881,572,Farhan Gowda,54,3,A3,PM00532
882,573,Kiran Gowda,64,3,A1,PM00879
883,574,Sunil Khan,46,1,A1,PM00188
884,574,Rahul Patil,60,1,A2,PM00132
885,575,Shankar Rao,39,2,A1,PM00947
886,575,Rahul Bhat,51,1,A2,PM00570
887,575,Asha Joshi,32,3,A3,PM00012
888,576,Ravi Bhat,45,2,A1,PM00390
889,576,Kiran Patil,30,2,A2,PM00190
890,577,Asha Bhat,27,3,A1,PM00607
891,578,Suresh Nayak,51,1,A1,PM00502
892,579,Anil Sharma,18,1,A1,PM01081
893,579,Anil Khan,31,1,A2,PM00438
894,580,Aishwarya Sharma,34,1,A1,PM00656
895,581,Anil Pujari,58,1,A1,PM00287
896,582,Shreya Sharma,51,2,A1,PM00518
897,583,Ajay Bhat,48,2,A1,PM00340
898,583,Asha Mulla,56,1,A2,PM00161
899,584,Ajay Patil,42,1,A1,PM00382
900,585,Lakshmi Rao,63,1,A1,PM00831
901,586,Meera Patil,39,2,A1,PM00787
902,586,Suresh Jain,22,1,A2,PM00859
903,587,Manoj Reddy,52,1,A1,PM00969
904,588,Meera Kumar,18,2,A1,PM00949
905,589,Neha Naik,30,2,A1,PM00308
906,589,Lakshmi Shetty,30,1,A2,PM00491
907,590,Meera Kulkarni,57,1,A1,PM00849
908,591,Farhan Rao,58,2,A1,PM00371
909,591,Divya Khan,45,2,A2,PM00199
910,591,Sneha Khan,59,1,A3,PM00192
911,592,Prakash Gowda,29,1,A1,PM00456
912,593,Arun Gowda,31,2,A1,PM00104
913,593,Naveen Reddy,53,1,A2,PM00979
914,594,Naveen Hegde,61,3,A1,PM00082
915,595,Arun Joshi,20,1,A1,PM00678
916,596,Pooja Pujari,34,1,A1,PM00519
917,597,Neha Patil,61,1,A1,PM00492
918,597,Suresh Sharma,28,3,A2,PM00504
919,597,Kavya Sharma,30,1,A3,PM00270
920,598,Prakash Joshi,49,1,A1,PM00237
921,598,Anil Kulkarni,52,1,A2,PM00053
922,599,Vijay Naik,51,2,A1,PM00794
923,600,Manoj Pujari,44,2,A1,PM00458
924,601,Lakshmi Nayak,57,2,A1,PM00866
925,602,Neha Gowda,34,2,A1,PM00857
926,602,Vijay Joshi,57,2,A2,PM01044
927,602,Sunil Khan,18,2,A3,PM00703
928,603,Neha Pujari,51,1,A1,PM01076
929,603,Suresh Sharma,44,2,A2,PM00648
930,603,Pooja Kulkarni,51,1,A3,PM00169
931,603,Ananya Pujari,36,3,A4,PM00757
932,604,Neha Bhat,43,1,A1,PM00830
933,604,Sneha Khan,42,2,A2,PM00356
934,604,Meera Kulkarni,57,1,A3,PM00849
935,605,Anil Kumar,56,2,A1,PM00004
936,606,Mahesh Kumar,29,1,A1,PM00167
937,607,Kiran Bhat,57,2,A1,PM00110
938,608,Sunil Nayak,41,2,A1,PM00664
939,609,Ravi Patil,36,1,A1,PM00999
940,609,Arun Gowda,31,2,A2,PM00104
941,610,Vijay Shetty,64,2,A1,PM00145
942,611,Sunil Kulkarni,24,1,A1,PM00817
943,612,Asha Gowda,37,2,A1,PM00543
944,612,Anil Joshi,61,1,A2,PM00477
945,613,Deepak Pujari,19,1,A1,PM01023
946,614,Kiran Pujari,64,2,A1,PM00925
947,614,Divya Kulkarni,31,2,A2,PM00869
948,614,Kavya Khan,51,2,A3,PM00594
949,615,Manoj Kumar,58,3,A1,PM00517
950,615,Shreya Joshi,22,2,A2,PM00629
951,616,Ajay Hegde,23,1,A1,PM00414
952,616,Naveen Hegde,61,3,A2,PM00082
953,616,Farhan Naik,50,1,A3,PM00990
954,617,Shankar Mulla,52,1,A1,PM00364
955,617,Neha Kumar,18,3,A2,PM00824
956,618,Pooja Mulla,45,2,A1,PM00245
957,619,Anil Reddy,34,3,A1,PM01062
958,619,Ravi Sharma,41,1,A2,PM01002
959,620,Ajay Joshi,37,2,A1,PM00404
960,620,Kavya Mulla,50,3,A2,PM00668
961,621,Asha Sharma,29,1,A1,PM00784
962,621,Ananya Reddy,49,2,A2,PM00670
963,622,Naveen Jain,28,1,A1,PM00343
964,623,Rahul Mulla,27,1,A1,PM00337
965,624,Prakash Hegde,32,1,A1,PM01005
966,624,Kavya Kumar,63,1,A2,PM00717
967,625,Suresh Sharma,20,2,A1,PM00782
968,625,Rahul Reddy,49,2,A2,PM00610
969,625,Manoj Kumar,34,1,A3,PM00853
970,626,Neha Bhat,44,1,A1,PM00197
971,627,Shreya Kulkarni,19,3,A1,PM00307
972,627,Asha Kulkarni,30,1,A2,PM01045
973,628,Imran Gowda,64,1,A1,PM00381
974,628,Ananya Hegde,59,2,A2,PM00409
975,629,Divya Khan,31,3,A1,PM01026
976,630,Naveen Reddy,49,1,A1,PM00891
977,630,Mahesh Gowda,24,1,A2,PM00142
978,631,Lakshmi Reddy,33,1,A1,PM00871
979,631,Priya Bhat,58,2,A2,PM00248
980,631,Shankar Rao,39,2,A3,PM00947
981,632,Kavya Khan,51,2,A1,PM00594
982,633,Sneha Pujari,64,3,A1,PM00006
983,634,Ananya Pujari,53,2,A1,PM00366
984,635,Naveen Khan,57,3,A1,PM00323
985,635,Shankar Gowda,30,1,A2,PM00320
986,635,Ajay Kumar,53,2,A3,PM00407
987,636,Suresh Kumar,21,1,A1,PM00260
988,637,Nandini Sharma,64,3,A1,PM00615
989,637,Meera Mulla,37,2,A2,PM00590
990,638,Asha Kulkarni,65,1,A1,PM00400
991,638,Sunil Pujari,42,1,A2,PM00393
992,638,Ravi Patil,34,1,A3,PM00988
993,639,Arun Gowda,31,2,A1,PM00104
994,639,Neha Bhat,22,1,A2,PM01059
995,639,Asha Pujari,47,2,A3,PM00359
996,639,Nandini Gowda,55,2,A4,PM00226
997,640,Meera Jain,58,1,A1,PM00940
998,641,Kiran Jain,31,2,A1,PM00507
999,642,Pooja Pujari,34,1,A1,PM00519
1000,643,Asha Rao,34,2,A1,PM00406
1001,644,Meera Bhat,19,3,A1,PM00904
1002,645,Sunil Desai,45,1,A1,PM01020
1003,646,Sunil Mulla,54,3,A1,PM00069
1004,647,Neha Kumar,25,1,A1,PM00457
1005,647,Prakash Pujari,22,2,A2,PM00239
1006,648,Sneha Kumar,22,1,A1,PM00419
1007,649,Rahul Hegde,35,2,A1,PM00075
1008,650,Ananya Pujari,23,2,A1,PM01014
1009,651,Farhan Naik,51,3,A1,PM00236
1010,652,Manoj Rao,47,1,A1,PM01086
1011,652,Farhan Gowda,30,1,A2,PM01043
1012,653,Shreya Sharma,51,2,A1,PM00518
1013,653,Sneha Khan,51,1,A2,PM00399
1014,653,Priya Reddy,20,1,A3,PM00946
1015,654,Arun Bhat,35,1,A1,PM00596
1016,654,Farhan Bhat,24,1,A2,PM00814
1017,655,Priya Patil,51,2,A1,PM00274
1018,655,Priya Patil,23,1,A2,PM00575
1019,655,Naveen Jain,54,3,A3,PM00754
1020,656,Manoj Shetty,42,1,A1,PM00316
1021,656,Ravi Naik,39,2,A2,PM00135
1022,657,Shreya Gowda,46,1,A1,PM00558
1023,657,Naveen Naik,51,3,A2,PM01047
1024,657,Kiran Nayak,40,2,A3,PM00465
1025,658,Divya Sharma,43,1,A1,PM00704
1026,659,Arun Mulla,56,1,A1,PM00084
1027,660,Kiran Hegde,52,2,A1,PM00345
1028,660,Naveen Gowda,58,1,A2,PM00586
1029,661,Vijay Gowda,63,2,A1,PM00447
1030,661,Shankar Reddy,32,2,A2,PM00324
1031,662,Shankar Pujari,27,2,A1,PM01024
1032,662,Ajay Sharma,51,1,A2,PM00956
1033,663,Priya Pujari,36,3,A1,PM00310
1034,663,Farhan Joshi,33,1,A2,PM00915
1035,664,Manoj Khan,23,1,A1,PM00744
1036,665,Meera Sharma,46,1,A1,PM00047
1037,665,Deepak Khan,52,2,A2,PM00603
1038,665,Anil Pujari,22,3,A3,PM00520
1039,666,Rahul Joshi,60,3,A1,PM00768
1040,667,Kiran Kulkarni,57,3,A1,PM00552
1041,667,Kiran Nayak,28,2,A2,PM00789
1042,668,Divya Naik,51,1,A1,PM00133
1043,669,Suresh Rao,64,2,A1,PM00673
1044,670,Priya Sharma,32,3,A1,PM00723
1045,671,Suresh Gowda,54,2,A1,PM00910
1046,671,Shankar Pujari,44,1,A2,PM00454
1047,671,Divya Nayak,38,2,A3,PM00513
1048,672,Neha Patil,61,1,A1,PM00492
1049,673,Mahesh Sharma,20,1,A1,PM01028
1050,673,Naveen Bhat,49,1,A2,PM01093
1051,674,Ravi Sharma,57,1,A1,PM00512
1052,675,Shreya Bhat,28,2,A1,PM00293
1053,676,Sneha Gowda,49,2,A1,PM00288
1054,676,Suresh Gowda,44,1,A2,PM00620
1055,676,Naveen Jain,24,1,A3,PM00921
1056,677,Priya Shetty,58,1,A1,PM00738
1057,678,Nandini Reddy,56,2,A1,PM00861
1058,679,Naveen Mulla,18,2,A1,PM00753
1059,680,Vijay Gowda,31,1,A1,PM00862
1060,681,Nandini Pujari,24,1,A1,PM00291
1061,682,Manoj Jain,24,1,A1,PM00875
1062,682,Asha Naik,38,1,A2,PM00459
1063,683,Sunil Gowda,50,1,A1,PM00122
1064,684,Shreya Bhat,42,2,A1,PM00913
1065,685,Priya Bhat,26,1,A1,PM00365
1066,685,Vijay Kumar,39,1,A2,PM00894
1067,686,Vijay Gowda,31,1,A1,PM00862
1068,687,Asha Rao,19,1,A1,PM00202
1069,688,Aishwarya Desai,61,1,A1,PM00284
1070,689,Prakash Hegde,65,1,A1,PM00846
1071,690,Ravi Hegde,41,1,A1,PM00631
1072,690,Kavya Sharma,46,2,A2,PM00542
1073,690,Divya Gowda,18,3,A3,PM00974
1074,691,Neha Sharma,38,1,A1,PM00147
1075,691,Anil Patil,46,1,A2,PM00063
1076,692,Aishwarya Patil,57,1,A1,PM00876
1077,693,Neha Gowda,34,2,A1,PM00857
1078,693,Arun Bhat,35,1,A2,PM00596
1079,694,Divya Gowda,18,3,A1,PM00974
1080,694,Nandini Shetty,42,3,A2,PM00654
1081,695,Neha Kulkarni,25,2,A1,PM00508
1082,695,Shreya Bhat,35,2,A2,PM00920
1083,695,Naveen Naik,27,3,A3,PM00568
1084,696,Mahesh Jain,37,2,A1,PM00785
1085,697,Neha Kumar,62,1,A1,PM00314
1086,698,Lakshmi Gowda,57,1,A1,PM00072
1087,698,Mahesh Khan,51,2,A2,PM00852
1088,698,Aishwarya Kulkarni,45,1,A3,PM00453
1089,698,Sunil Reddy,41,2,A4,PM00554
1090,699,Manoj Desai,44,3,A1,PM01019
1091,699,Pooja Mulla,62,2,A2,PM00408
1092,699,Anil Bhat,23,1,A3,PM00488
1093,699,Pooja Desai,55,2,A4,PM00632
1094,700,Meera Sharma,33,1,A1,PM00928
1095,700,Nandini Sharma,23,1,A2,PM00482
1096,701,Anil Patil,23,1,A1,PM00256
1097,702,Prakash Naik,34,2,A1,PM00820
1098,703,Ananya Reddy,49,2,A1,PM00670
1099,703,Neha Reddy,34,1,A2,PM00635
1100,704,Anil Mulla,39,1,A1,PM00655
1101,704,Mahesh Jain,37,2,A2,PM00785
1102,704,Lakshmi Nayak,22,2,A3,PM00208
1103,704,Kiran Bhat,51,3,A4,PM00832
1104,705,Kavya Sharma,65,1,A1,PM00158
1105,705,Sunil Gowda,41,3,A2,PM00736
1106,705,Farhan Patil,18,1,A3,PM00574
1107,706,Prakash Sharma,52,3,A1,PM00708
1108,706,Asha Hegde,50,1,A2,PM00497
1109,706,Ajay Mulla,26,1,A3,PM00567
1110,707,Suresh Mulla,35,3,A1,PM00157
1111,707,Asha Rao,34,2,A2,PM00406
1112,708,Deepak Nayak,28,2,A1,PM00375
1113,709,Shreya Sharma,65,3,A1,PM00125
1114,709,Shankar Bhat,32,3,A2,PM00758
1115,710,Meera Shetty,32,1,A1,PM01056
1116,711,Naveen Jain,54,3,A1,PM00754
1117,711,Kiran Kulkarni,57,3,A2,PM00552
1118,711,Neha Jain,22,3,A3,PM00335
1119,712,Suresh Reddy,28,1,A1,PM00646
1120,713,Ananya Shetty,64,1,A1,PM00608
1121,714,Priya Bhat,26,1,A1,PM00365
1122,715,Manoj Reddy,52,1,A1,PM00969
1123,716,Suresh Nayak,51,1,A1,PM00502
1124,716,Meera Jain,58,1,A2,PM00940
