VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
746,657,Vijay Khan,51,1,0
747,658,Shreya Sharma,53,1,1
748,659,Deepak Pujari,38,3,1
749,660,Sunil Joshi,8,3,1
750,661,Naveen Joshi,37,1,0
751,662,Shankar Joshi,35,1,0
752,663,Meera Khan,55,2,0
753,664,Nandini Kumar,51,1,0
754,665,Ananya Gowda,33,1,1
755,666,Mahesh Nayak,59,1,1
756,667,Mahesh Bhat,45,2,0
757,668,Shankar Joshi,11,2,0
758,669,Suresh Joshi,79,2,0
759,670,Asha Sharma,55,3,0
760,671,Kiran Joshi,56,3,0
761,672,Arun Pujari,43,2,0
762,673,Divya Jain,5,1,0
763,674,Kiran Gowda,57,1,0
764,674,Priya Patil,52,3,1
765,674,Arun Shetty,61,2,0
766,675,Manoj Kumar,76,1,0
767,675,Farhan Hegde,52,3,1
768,676,Aishwarya Patil,40,2,0
769,677,Manoj Shetty,67,1,0
770,677,Manoj Khan,77,1,0
771,679,Kavya Naik,72,1,0
772,680,Meera Joshi,17,2,0
773,681,Mahesh Joshi,10,2,0
774,682,Imran Shetty,19,1,0
775,683,Imran Joshi,28,3,0
776,684,Shankar Nayak,11,2,1
777,685,Shreya Naik,78,3,0
778,686,Lakshmi Kumar,17,3,0
779,687,Shankar Pujari,6,3,1
780,688,Sneha Naik,15,1,0
781,689,Neha Bhat,51,2,0
782,690,Mahesh Gowda,24,3,0
783,690,Meera Rao,31,2,1
784,691,Naveen Naik,80,1,0
785,692,Deepak Patil,63,2,0
786,693,Divya Hegde,34,3,0
787,696,Kiran Nayak,28,3,0
788,696,Arun Kumar,38,2,0
789,697,Aishwarya Bhat,19,3,1
790,697,Suresh Mulla,47,2,0
791,697,Nandini Pujari,62,2,0
792,698,Rahul Pujari,74,1,0
793,698,Farhan Naik,73,3,0
794,699,Nandini Naik,56,2,0
795,700,Manoj Kulkarni,50,3,1
796,701,Naveen Kulkarni,64,3,0
797,702,Suresh Jain,74,3,0
798,702,Nandini Patil,70,1,0
799,703,Imran Rao,58,3,0
800,704,Farhan Pujari,69,3,0
801,705,Farhan Desai,15,2,0
802,706,Lakshmi Patil,78,2,0
803,707,Ravi Desai,44,3,1
804,708,Kavya Mulla,66,1,0
805,710,Aishwarya Sharma,49,3,0
806,711,Ravi Gowda,45,1,1
807,712,Pooja Reddy,74,3,1
808,713,Sunil Khan,7,3,1
809,715,Naveen Shetty,55,3,0
810,716,Shankar Joshi,51,2,0
811,718,Kavya Nayak,71,1,0
812,719,Naveen Jain,32,2,0
813,720,Ajay Hegde,45,2,0
814,720,Priya Kulkarni,73,2,0
815,721,Meera Naik,36,1,1
816,723,Meera Reddy,57,2,1
817,723,Mahesh Naik,17,2,0
818,724,Suresh Pujari,10,3,0
819,725,Farhan Pujari,52,1,0
820,725,Neha Kulkarni,51,3,0
821,726,Vijay Khan,66,1,0
822,727,Suresh Sharma,63,1,0
823,727,Suresh Pujari,36,2,0
824,728,Kavya Khan,36,1,0
825,729,Imran Gowda,73,1,0
826,730,Vijay Shetty,41,1,0
827,731,Pooja Joshi,20,3,0
828,732,Shreya Kulkarni,80,1,0
829,733,Sneha Hegde,34,3,0
830,734,Naveen Bhat,10,1,1
831,735,Ajay Hegde,75,1,0
832,736,Ananya Rao,48,2,0
833,737,Ananya Naik,71,2,1
834,738,Sneha Patil,15,1,1
835,739,Asha Jain,80,1,0
836,740,Manoj Gowda,18,2,0
837,741,Shankar Joshi,45,3,0
838,741,Prakash Desai,76,1,0
839,742,Imran Mulla,14,3,0
840,742,Priya Bhat,38,1,1
841,744,Arun Naik,38,3,1
842,745,Meera Pujari,70,1,0
843,746,Rahul Gowda,7,2,0
844,746,Shreya Sharma,39,3,0
845,746,Pooja Mulla,76,1,1
846,747,Anil Gowda,23,2,0
847,748,Neha Khan,50,2,0
848,748,Meera Joshi,75,2,0
849,748,Sunil Reddy,43,1,0
850,749,Mahesh Jain,44,2,0
851,750,Mahesh Desai,30,2,0
852,751,Kavya Naik,37,1,0
853,752,Suresh Bhat,17,3,0
854,753,Neha Jain,15,1,0
855,753,Asha Mulla,46,1,0
856,754,Ravi Pujari,54,2,0
857,755,Shankar Shetty,71,2,0
858,756,Prakash Mulla,54,3,0
859,756,Aishwarya Shetty,28,1,1
860,757,Aishwarya Shetty,11,3,0
861,758,Anil Bhat,26,3,0
862,759,Farhan Desai,69,3,0
863,760,Prakash Kulkarni,26,3,1
864,761,Prakash Kulkarni,71,2,0
865,762,Vijay Mulla,32,2,1
866,763,Shreya Sharma,32,3,0
867,765,Manoj Mulla,25,2,0
868,765,Ravi Kumar,77,3,0
869,766,Sneha Khan,16,1,1
870,767,Pooja Khan,11,3,1
871,768,Suresh Kumar,72,3,0
872,769,Pooja Naik,57,1,0
873,769,Meera Shetty,65,1,0
874,770,Ravi Naik,51,2,1
875,771,Vijay Bhat,60,3,0
876,772,Asha Kulkarni,58,2,0
877,773,Pooja Khan,9,1,0
878,773,Mahesh Mulla,20,2,0
879,774,Suresh Hegde,46,3,0
880,775,Ajay Sharma,34,2,0
881,776,Meera Pujari,54,3,1
882,777,Aishwarya Hegde,28,2,0
883,778,Ravi Kumar,47,2,0
884,779,Lakshmi Gowda,64,1,1
885,780,Deepak Gowda,32,3,0
886,782,Suresh Bhat,74,2,0
887,783,Sneha Bhat,16,1,0
888,783,Shreya Joshi,73,2,1
889,784,Asha Mulla,46,2,0
890,785,Prakash Hegde,25,3,0
891,785,Shankar Nayak,38,3,0
892,787,Aishwarya Sharma,63,1,0
893,788,Lakshmi Nayak,70,2,0
894,788,Naveen Reddy,57,3,1
895,788,Arun Reddy,56,2,1
896,789,Meera Hegde,55,1,0
897,791,Asha Kumar,8,1,0
898,791,Shankar Kulkarni,74,2,0
899,792,Meera Desai,75,2,0
900,793,Shankar Sharma,5,3,0
901,793,Imran Hegde,69,1,0
902,795,Lakshmi Gowda,57,1,0
903,796,Nandini Kumar,76,2,0
904,797,Divya Khan,33,1,0
905,797,Priya Rao,43,1,0
906,798,Ajay Nayak,23,3,1
907,799,Imran Shetty,31,3,0
908,800,Prakash Khan,55,3,0
909,801,Shankar Shetty,16,1,1
910,802,Naveen Joshi,50,1,0
911,804,Vijay Nayak,75,2,0
912,805,Rahul Reddy,65,3,1
913,806,Arun Reddy,21,1,1
914,807,Shankar Kumar,21,2,0
915,808,Aishwarya Mulla,5,2,1
916,809,Priya Hegde,13,2,0
917,810,Manoj Joshi,33,3,0
918,811,Naveen Desai,67,3,0
919,811,Neha Desai,32,1,0
920,811,Neha Jain,48,1,1
921,812,Kavya Reddy,58,3,1
922,813,Ravi Patil,62,3,0
923,814,Naveen Reddy,40,2,0
924,816,Farhan Gowda,6,2,0
925,817,Kavya Desai,69,2,0
926,817,Prakash Kulkarni,18,1,0
927,818,Asha Patil,12,1,0
928,819,Naveen Kulkarni,54,2,0
929,820,Manoj Nayak,22,1,0
930,820,Mahesh Shetty,39,2,0
931,821,Ananya Jain,45,2,1
932,822,Prakash Mulla,45,3,1
933,823,Ajay Desai,39,1,1
934,823,Sneha Kumar,70,2,0
935,823,Suresh Nayak,32,3,0
936,824,Kiran Kumar,33,2,0
937,825,Neha Naik,18,3,1
938,826,Priya Pujari,42,3,1
939,827,Deepak Joshi,21,2,0
940,828,Vijay Hegde,55,1,0
941,828,Shankar Desai,7,3,0
942,829,Ananya Mulla,76,2,0
943,830,Imran Bhat,14,2,0
944,831,Rahul Shetty,56,1,0
945,831,Deepak Desai,17,3,0
946,832,Ananya Desai,20,3,0
947,833,Shreya Patil,75,2,0
948,834,Vijay Shetty,24,3,0
949,835,Farhan Bhat,13,1,0
950,835,Naveen Khan,36,2,0
951,836,Imran Sharma,33,3,0
952,837,Anil Kumar,70,2,1
953,837,Lakshmi Kulkarni,25,1,1
954,838,Ajay Rao,80,3,0
955,839,Shankar Patil,66,3,0
956,840,Asha Sharma,50,3,0
957,840,Shreya Kumar,62,3,0
958,841,Ananya Joshi,52,3,1
959,842,Sneha Kulkarni,67,1,0
960,843,Mahesh Khan,56,1,0
961,843,Naveen Patil,12,2,0
962,845,Sunil Kulkarni,6,3,1
963,846,Shankar Jain,59,1,0
964,847,Divya Kulkarni,48,3,1
965,847,Imran Kumar,58,2,0
966,848,Divya Pujari,7,3,0
967,848,Prakash Mulla,62,2,0
968,849,Shreya Desai,33,1,0
969,850,Prakash Jain,61,1,0
970,851,Priya Gowda,80,2,0
971,852,Ravi Rao,42,2,0
972,852,Prakash Reddy,20,1,1
973,852,Meera Naik,40,3,0
974,853,Kavya Hegde,20,2,0
975,854,Imran Bhat,36,3,0
976,855,Divya Gowda,47,1,0
977,856,Pooja Pujari,15,1,1
978,857,Prakash Sharma,51,2,0
979,858,Nandini Naik,13,3,0
980,859,Anil Hegde,74,2,1
981,860,Prakash Gowda,74,1,0
982,861,Kiran Desai,23,2,0
983,862,Arun Desai,6,3,0
984,863,Lakshmi Nayak,43,2,0
985,864,Sneha Khan,46,1,0
986,865,Aishwarya Pujari,57,3,1
987,867,Shreya Rao,38,2,1
988,868,Divya Shetty,41,3,0
989,869,Shankar Kulkarni,36,1,0
990,870,Naveen Kulkarni,47,2,1
991,871,Rahul Sharma,31,1,0
992,872,Sunil Naik,21,1,0
993,873,Imran Bhat,17,1,0
994,874,Arun Reddy,50,2,0
995,875,Deepak Gowda,34,1,1
996,876,Shankar Jain,56,2,0
997,877,Vijay Kulkarni,78,3,0
998,877,Ravi Khan,77,3,0
999,878,Manoj Rao,65,2,0
1000,880,Arun Bhat,40,3,0
1001,881,Arun Gowda,28,1,0
1002,882,Lakshmi Hegde,13,2,0
1003,883,Arun Hegde,47,3,1
1004,884,Deepak Sharma,66,2,0
1005,885,Pooja Mulla,63,2,0
1006,885,Neha Kulkarni,32,2,0
1007,886,Prakash Pujari,64,2,0
1008,887,Sneha Shetty,17,3,1
1009,888,Sneha Jain,71,1,0
1010,888,Divya Kumar,25,3,0
1011,889,Kiran Khan,22,2,0
1012,889,Meera Jain,11,2,0
1013,890,Anil Nayak,22,3,0
1014,891,Aishwarya Patil,72,1,0
1015,891,Meera Jain,69,3,1
1016,892,Rahul Hegde,76,3,0
1017,893,Farhan Shetty,72,3,0
1018,894,Imran Desai,22,3,1
1019,895,Mahesh Hegde,32,2,0
1020,896,Rahul Mulla,54,3,0
1021,897,Divya Khan,41,3,0
1022,898,Manoj Hegde,11,3,0
1023,899,Manoj Kumar,53,2,0
1024,900,Mahesh Khan,12,2,1
1025,900,Manoj Jain,37,1,0
1026,901,Nandini Joshi,8,3,1
1027,901,Manoj Naik,65,2,1
1028,903,Aishwarya Kulkarni,32,2,0
1029,903,Rahul Patil,39,3,1
1030,904,Aishwarya Naik,14,3,0
1031,905,Sunil Desai,66,1,0
1032,906,Sneha Patil,7,1,0
1033,907,Priya Nayak,76,3,0
1034,907,Vijay Reddy,5,2,0
1035,908,Ajay Patil,72,3,0
1036,909,Ananya Jain,55,1,1
1037,910,Kiran Pujari,35,1,0
1038,911,Naveen Jain,17,1,1
1039,912,Farhan Pujari,6,3,1
1040,913,Manoj Nayak,43,3,1
1041,914,Shreya Nayak,12,1,0
1042,915,Anil Kumar,76,3,0
1043,916,Meera Joshi,28,1,0
1044,917,Deepak Gowda,76,3,1
1045,918,Naveen Desai,33,2,1
1046,918,Farhan Pujari,44,2,0
1047,919,Naveen Naik,25,2,1
1048,920,Lakshmi Kumar,56,1,0
1049,921,Vijay Reddy,30,2,1
1050,922,Asha Jain,61,2,0
1051,923,Shreya Patil,66,3,1
1052,924,Kavya Sharma,75,1,0
1053,925,Manoj Bhat,38,2,0
1054,926,Ajay Khan,73,1,0
1055,927,Nandini Kulkarni,22,3,0
1056,928,Sneha Patil,59,3,0
1057,929,Arun Kumar,26,2,0
1058,930,Ananya Bhat,57,2,1
1059,931,Naveen Jain,20,2,0
1060,932,Naveen Patil,22,1,0
1061,932,Mahesh Mulla,13,2,1
1062,933,Priya Jain,25,1,1
1063,934,Prakash Nayak,41,1,0
1064,935,Naveen Kumar,19,1,0
1065,936,Ravi Bhat,60,1,0
1066,937,Neha Joshi,76,1,0
1067,938,Rahul Reddy,75,2,0
1068,939,Sneha Naik,8,3,0
1069,940,Vijay Shetty,66,2,0
1070,941,Shankar Khan,26,2,0
1071,942,Divya Khan,48,1,1
1072,943,Farhan Mulla,35,3,1
1073,944,Ananya Mulla,50,3,0
1074,945,Suresh Sharma,50,2,1
1075,946,Sneha Pujari,22,2,0
1076,947,Deepak Naik,79,1,0
1077,948,Priya Kulkarni,55,3,0
1078,949,Deepak Khan,58,2,0
1079,950,Shreya Shetty,74,1,0
1080,951,Aishwarya Joshi,68,1,0
1081,952,Sunil Bhat,18,1,0
1082,952,Ravi Reddy,26,1,0
1083,953,Prakash Khan,9,3,0
1084,953,Shankar Nayak,19,1,0
1085,954,Priya Kulkarni,51,3,1
1086,955,Shankar Hegde,76,3,1
1087,956,Nandini Kumar,35,3,0
1088,956,Mahesh Jain,53,1,0
1089,957,Naveen Hegde,35,3,1
1090,959,Sneha Jain,36,2,0
1091,960,Ajay Reddy,74,3,0
1092,961,Anil Rao,26,3,0
1093,962,Priya Patil,10,3,1
1094,962,Vijay Jain,66,2,0
1095,963,Ravi Sharma,40,3,0
1096,964,Prakash Kumar,47,2,0
1097,965,Anil Sharma,19,1,0
1098,966,Kiran Nayak,78,3,1
1099,967,Aishwarya Pujari,12,2,1
1100,968,Kiran Kumar,45,3,0
1101,969,Ajay Joshi,28,2,1
1102,970,Shankar Shetty,48,2,0
1103,971,Sunil Kulkarni,46,1,0
1104,971,Naveen Reddy,41,2,0
1105,972,Nandini Khan,17,2,0
1106,973,Priya Rao,29,2,0
1107,974,Shankar Desai,25,2,1
1108,975,Shreya Bhat,15,3,0
1109,976,Suresh Reddy,79,3,0
1110,977,Mahesh Mulla,19,2,0
1111,977,Anil Reddy,35,1,0
1112,978,Shreya Jain,14,3,0
1113,980,Ananya Reddy,14,1,0
1114,980,Shreya Khan,79,2,0
1115,981,Neha Reddy,25,1,0
1116,982,Anil Khan,35,1,0
1117,983,Prakash Mulla,20,1,1
1118,984,Rahul Shetty,79,2,0
1119,985,Pooja Joshi,18,1,0
1120,985,Divya Hegde,24,1,0
1121,986,Sneha Bhat,73,1,1
1122,987,Arun Patil,58,2,1
1123,989,Lakshmi Sharma,78,3,0
1124,990,Anil Jain,35,2,1
1125,990,Farhan Shetty,49,3,1
1126,990,Divya Jain,25,1,0
1127,991,Meera Patil,21,2,0
1128,992,Imran Nayak,44,1,1
1129,993,Sunil Joshi,75,3,0
1130,994,Ananya Sharma,61,1,1
1131,994,Ananya Bhat,80,3,0
1132,995,Asha Sharma,16,2,0
1133,996,Pooja Sharma,80,2,1
1134,997,Shreya Patil,45,2,0
1135,998,Kavya Nayak,69,2,0
1136,1000,Asha Naik,58,1,1
1137,1000,Imran Rao,58,2,0
1138,1000,Deepak Gowda,37,1,0
1139,1002,Mahesh Nayak,62,2,0
1140,1003,Aishwarya Mulla,45,1,0
1141,1004,Asha Mulla,45,1,1
1142,1005,Manoj Khan,76,3,1
1143,1006,Anil Jain,71,1,1
1144,1007,Naveen Sharma,40,1,0
1145,1007,Rahul Desai,14,2,0
1146,1008,Mahesh Kulkarni,79,1,1
1147,1009,Prakash Naik,43,2,0
1148,1009,Aishwarya Shetty,60,1,0
1149,1009,Prakash Pujari,77,1,0
1150,1010,Kavya Kumar,58,3,1
1151,1011,Prakash Khan,65,3,1
1152,1013,Neha Patil,32,2,1
1153,1014,Anil Shetty,64,1,0
1154,1016,Farhan Reddy,34,1,0
1155,1017,Priya Bhat,52,1,0
1156,1018,Ajay Patil,10,3,1
1157,1019,Ravi Desai,25,3,0
1158,1020,Manoj Mulla,9,3,0
1159,1021,Shankar Sharma,20,1,1
1160,1022,Ajay Khan,54,3,0
1161,1022,Pooja Bhat,16,1,0
1162,1023,Ajay Khan,56,3,0
1163,1024,Aishwarya Mulla,33,3,0
1164,1025,Aishwarya Patil,47,1,1
1165,1026,Arun Khan,70,1,1
1166,1027,Asha Rao,34,1,0
1167,1028,Shankar Patil,73,3,0
1168,1029,Nandini Nayak,75,2,1
1169,1030,Deepak Gowda,14,3,1
1170,1030,Prakash Patil,42,3,0
1171,1030,Prakash Shetty,9,3,0
1172,1031,Manoj Mulla,17,1,1
1173,1032,Arun Sharma,56,2,0
1174,1033,Kiran Naik,65,1,0
1175,1033,Arun Pujari,26,1,0
1176,1034,Divya Patil,20,3,0
1177,1034,Imran Joshi,34,1,0
1178,1035,Aishwarya Shetty,56,3,0
1179,1035,Ananya Kulkarni,9,1,0
1180,1036,Manoj Kulkarni,62,1,0
1181,1037,Suresh Nayak,71,1,0
1182,1038,Lakshmi Shetty,65,3,0
1183,1039,Ajay Reddy,69,3,1
1184,1040,Anil Rao,79,1,0
1185,1041,Priya Joshi,62,3,1
1186,1042,Mahesh Rao,6,1,0
1187,1042,Anil Naik,73,1,1
1188,1043,Shreya Rao,80,1,1
1189,1044,Asha Nayak,21,1,0
1190,1045,Asha Gowda,58,1,0
1191,1045,Manoj Shetty,36,3,0
1192,1045,Divya Patil,6,3,1
1193,1046,Nandini Kulkarni,14,1,0
1194,1048,Suresh Reddy,9,3,1
1195,1048,Meera Kulkarni,80,3,1
1196,1049,Vijay Kulkarni,50,1,0
1197,1050,Shankar Patil,26,3,0
1198,1051,Manoj Bhat,56,1,1
1199,1052,Lakshmi Reddy,40,3,1
1200,1053,Ajay Bhat,67,2,0
1201,1054,Prakash Jain,55,2,1
1202,1055,Priya Kumar,6,2,1
1203,1056,Nandini Pujari,67,2,0
1204,1057,Sunil Shetty,31,1,0
1205,1058,Deepak Jain,66,3,0
1206,1058,Sunil Shetty,48,1,0
1207,1059,Lakshmi Rao,42,2,0
1208,1060,Kiran Pujari,40,2,0
1209,1060,Lakshmi Kulkarni,70,3,1
1210,1061,Kavya Joshi,71,1,1
1211,1061,Ravi Khan,37,1,0
1212,1062,Manoj Mulla,18,2,1
1213,1063,Lakshmi Naik,43,2,0
1214,1064,Ananya Patil,23,3,1
1215,1065,Ravi Pujari,70,3,0
1216,1065,Shreya Kulkarni,17,2,1
1217,1066,Asha Kumar,42,2,0
1218,1067,Lakshmi Bhat,65,2,0
1219,1067,Deepak Pujari,55,3,0
1220,1068,Vijay Sharma,40,2,0
1221,1068,Ajay Khan,47,1,0
1222,1069,Suresh Rao,47,1,0
1223,1070,Prakash Kumar,17,1,0
1224,1071,Ananya Kulkarni,44,1,1
1225,1072,Imran Shetty,13,3,0
1226,1073,Meera Desai,16,2,0
1227,1074,Neha Rao,14,1,0
1228,1075,Divya Patil,62,2,0
1229,1076,Priya Bhat,17,2,0
1230,1076,Nandini Rao,8,2,0
1231,1077,Manoj Joshi,68,3,0
1232,1078,Anil Kulkarni,23,3,0
1233,1078,Pooja Mulla,74,3,0
1234,1079,Deepak Rao,15,1,0
1235,1080,Mahesh Gowda,58,3,1
1236,1081,Vijay Gowda,40,3,0
1237,1082,Manoj Bhat,66,3,0
1238,1083,Aishwarya Joshi,27,2,1
1239,1084,Kavya Hegde,74,2,1
1240,1085,Sunil Khan,25,1,0
1241,1086,Neha Naik,79,1,1
1242,1087,Ananya Reddy,21,1,0
1243,1088,Arun Hegde,11,3,0
1244,1088,Kavya Jain,17,2,0
1245,1089,Ajay Reddy,15,2,0
1246,1089,Meera Reddy,62,1,1
1247,1090,Anil Khan,38,2,0
1248,1091,Prakash Mulla,75,2,0
1249,1092,Manoj Bhat,46,3,0
1250,1093,Shreya Hegde,63,3,0
1251,1094,Farhan Kulkarni,31,2,1
1252,1094,Imran Hegde,48,2,0
1253,1095,Mahesh Hegde,76,3,0
1254,1095,Pooja Kumar,52,1,0
1255,1096,Neha Naik,10,2,1
1256,1097,Rahul Khan,61,1,0
1257,1098,Neha Reddy,41,3,1
1258,1099,Asha Desai,33,3,0
1259,1100,Meera Patil,16,1,0
1260,1102,Manoj Shetty,6,2,1
1261,1103,Naveen Gowda,12,2,0
1262,1104,Pooja Khan,22,3,0
1263,1105,Sneha Pujari,30,2,0
1264,1106,Deepak Khan,31,3,0
1265,1107,Suresh Rao,31,2,0
1266,1107,Imran Rao,58,2,0
1267,1108,Anil Mulla,19,1,1
1268,1109,Imran Gowda,25,1,0
1269,1110,Kiran Kulkarni,42,3,1
1270,1111,Kiran Sharma,25,1,0
1271,1112,Divya Desai,13,1,1
1272,1112,Ravi Joshi,73,1,0
1273,1113,Neha Mulla,25,1,0
1274,1114,Deepak Patil,10,1,1
1275,1116,Meera Naik,18,1,1
1276,1117,Manoj Sharma,17,1,0
1277,1119,Naveen Joshi,18,2,0
1278,1120,Sneha Nayak,57,3,1
1279,1121,Rahul Joshi,61,1,0
1280,1122,Priya Sharma,74,1,0
1281,1123,Vijay Rao,21,1,0
1282,1124,Anil Pujari,39,3,0
1283,1125,Kavya Rao,62,3,1
1284,1126,Pooja Desai,63,1,0
1285,1127,Rahul Naik,47,2,0
1286,1128,Asha Jain,6,1,0
1287,1129,Lakshmi Shetty,76,2,1
1288,1129,Ajay Shetty,67,2,0
1289,1130,Suresh Jain,57,2,1
1290,1131,Asha Mulla,7,1,0
1291,1132,Nandini Hegde,36,3,0
1292,1133,Naveen Reddy,15,1,0
1293,1134,Farhan Joshi,51,1,0
1294,1135,Lakshmi Bhat,60,2,0
1295,1135,Suresh Kulkarni,34,3,0
1296,1136,Ravi Sharma,71,1,0
1297,1137,Naveen Nayak,37,3,0
1298,1137,Priya Kumar,51,1,1
1299,1138,Shreya Pujari,15,2,1
1300,1138,Ajay Jain,76,1,0
1301,1139,Ajay Bhat,26,1,1
1302,1140,Mahesh Joshi,62,2,0
1303,1140,Naveen Kumar,5,3,0
1304,1141,Farhan Patil,63,3,0
1305,1142,Imran Hegde,12,1,0
1306,1144,Sunil Desai,71,2,1
1307,1145,Kiran Bhat,43,2,0
1308,1146,Divya Desai,6,2,0
1309,1147,Sneha Naik,8,2,0
1310,1148,Mahesh Bhat,78,1,1
1311,1148,Sunil Gowda,29,1,0
1312,1149,Suresh Patil,56,1,0
1313,1150,Ajay Reddy,16,1,1
1314,1151,Arun Hegde,43,2,1
1315,1151,Ravi Rao,41,2,0
1316,1152,Divya Rao,48,2,0
1317,1153,Shreya Naik,43,1,0
1318,1154,Arun Gowda,68,2,0
1319,1155,Arun Desai,54,2,0
1320,1156,Sunil Sharma,66,3,0
1321,1157,Nandini Kumar,37,1,0
1322,1158,Priya Khan,61,3,0
1323,1159,Vijay Nayak,57,2,0
1324,1160,Asha Bhat,72,2,0
1325,1161,Lakshmi Patil,21,3,0
1326,1162,Lakshmi Hegde,62,2,1
1327,1163,Anil Sharma,33,3,0
1328,1164,Naveen Shetty,26,1,0
1329,1165,Arun Hegde,10,3,0
1330,1165,Asha Kumar,49,1,0
1331,1165,Kavya Hegde,45,1,0
1332,1166,Sneha Kumar,69,3,1
1333,1167,Ananya Joshi,33,2,0
1334,1168,Ananya Kulkarni,6,2,0
1335,1169,Kiran Joshi,52,2,0
1336,1170,Rahul Reddy,30,1,0
1337,1171,Nandini Jain,15,1,0
1338,1171,Pooja Kulkarni,42,1,1
1339,1173,Imran Shetty,49,2,1
1340,1174,Lakshmi Shetty,23,1,0
1341,1175,Divya Joshi,31,3,0
1342,1176,Aishwarya Joshi,34,3,1
1343,1177,Asha Patil,17,1,1
1344,1178,Mahesh Naik,76,3,0
1345,1179,Sunil Reddy,26,1,0
1346,1181,Meera Desai,67,1,1
1347,1182,Farhan Kumar,79,2,0
1348,1183,Asha Kulkarni,20,2,1
1349,1184,Ravi Patil,20,1,1
1350,1185,Shankar Khan,8,1,1
1351,1186,Ananya Mulla,51,1,0
1352,1187,Shankar Jain,17,2,0
1353,1188,Sneha Rao,70,1,0
1354,1189,Naveen Patil,65,1,0
1355,1190,Shankar Naik,12,1,1
1356,1190,Suresh Sharma,27,2,0
1357,1191,Arun Gowda,51,3,1
1358,1192,Prakash Khan,42,1,0
1359,1193,Mahesh Bhat,37,2,1
1360,1194,Aishwarya Shetty,54,2,0
1361,1195,Rahul Joshi,33,3,0
1362,1196,Asha Shetty,75,2,0
1363,1197,Shreya Kumar,38,2,0
1364,1198,Anil Khan,16,1,0
1365,1199,Lakshmi Rao,68,3,0
1366,1199,Naveen Jain,24,3,1
1367,1200,Manoj Patil,69,1,1
1368,1201,Shreya Pujari,50,1,0
1369,1203,Shankar Jain,24,1,1
1370,1204,Arun Mulla,25,3,0
1371,1205,Farhan Bhat,40,3,0
1372,1206,Asha Jain,69,2,0
1373,1207,Imran Pujari,46,1,0
1374,1208,Deepak Gowda,30,2,0
1375,1209,Ajay Shetty,54,1,0
1376,1210,Imran Bhat,26,1,1
1377,1211,Nandini Khan,63,2,1
1378,1212,Vijay Nayak,8,2,0
1379,1212,Sunil Nayak,33,2,0
1380,1212,Shankar Nayak,28,3,0
1381,1213,Aishwarya Bhat,11,3,0
1382,1213,Ananya Jain,47,3,0
1383,1214,Farhan Mulla,78,1,0
1384,1214,Aishwarya Joshi,9,2,1
1385,1215,Priya Sharma,37,2,0
1386,1216,Arun Sharma,58,3,0
1387,1216,Ravi Mulla,55,1,0
1388,1217,Divya Kulkarni,29,2,0
1389,1218,Imran Nayak,60,3,0
1390,1219,Meera Pujari,12,1,0
1391,1220,Sunil Hegde,54,1,1
1392,1220,Ajay Pujari,51,1,1
1393,1221,Imran Mulla,34,3,0
1394,1221,Suresh Gowda,21,1,0
1395,1223,Manoj Shetty,75,2,0
1396,1223,Rahul Kumar,11,3,0
1397,1224,Shreya Kumar,60,2,1
1398,1225,Kavya Hegde,20,2,1
1399,1226,Meera Bhat,50,1,0
1400,1227,Prakash Jain,12,3,0
1401,1227,Manoj Naik,68,1,0
1402,1227,Ravi Desai,25,1,1
1403,1228,Divya Bhat,65,3,1
1404,1228,Nandini Pujari,56,1,0
1405,1229,Shankar Reddy,31,3,0
1406,1230,Neha Bhat,68,2,0
1407,1231,Ajay Jain,41,3,0
1408,1231,Sunil Khan,72,2,1
1409,1232,Meera Reddy,9,3,0
1410,1232,Anil Reddy,30,2,0
1411,1234,Sunil Bhat,22,3,1
1412,1235,Priya Hegde,9,1,0
1413,1235,Aishwarya Hegde,72,2,0
1414,1236,Manoj Mulla,67,1,1
1415,1237,Shreya Hegde,39,1,0
1416,1238,Manoj Gowda,24,1,0
1417,1239,Imran Sharma,46,1,0
1418,1240,Anil Kulkarni,33,3,1
1419,1241,Sneha Reddy,6,2,0
1420,1242,Ananya Joshi,14,2,0
1421,1242,Suresh Gowda,29,2,0
1422,1243,Mahesh Kulkarni,43,1,1
1423,1244,Ajay Joshi,68,3,0
1424,1245,Mahesh Shetty,39,1,1
1425,1246,Asha Reddy,50,2,0
1426,1247,Kiran Joshi,33,3,0
1427,1248,Manoj Sharma,51,1,0
1428,1249,Imran Khan,9,3,0
1429,1250,Farhan Shetty,34,3,0
1430,1250,Aishwarya Joshi,13,1,0
1431,1251,Imran Nayak,13,3,1
1432,1252,Mahesh Khan,31,2,0
1433,1253,Priya Khan,38,1,1
1434,1254,Aishwarya Kumar,54,3,0
1435,1254,Meera Joshi,58,2,0
1436,1256,Pooja Naik,26,1,1
1437,1257,Anil Desai,54,1,0
1438,1258,Deepak Patil,34,1,0
1439,1259,Priya Pujari,56,2,0
1440,1260,Rahul Mulla,69,3,1
1441,1261,Lakshmi Khan,8,1,1
1442,1263,Vijay Sharma,74,1,1
1443,1264,Anil Shetty,5,3,1
1444,1266,Shreya Pujari,38,3,0
1445,1267,Prakash Jain,16,1,0
1446,1268,Imran Reddy,23,3,0
1447,1269,Suresh Shetty,50,2,0
1448,1270,Anil Naik,26,2,1
1449,1271,Suresh Joshi,67,1,0
1450,1272,Lakshmi Patil,79,3,1
