ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
614,614,Mahesh Naik,73,1,3,3,2
615,615,Deepak Gowda,65,4,3,1,3
616,616,Imran Naik,40,7,4,4,1
617,617,Kiran Khan,30,8,1,2,3
618,618,Ajay Nayak,73,5,4,4,2
619,619,Vijay Rao,40,3,3,5,2
620,620,Manoj Sharma,69,6,4,1,1
621,621,Shreya Desai,26,8,3,1,3
622,622,Asha Desai,71,7,4,4,2
623,623,Shreya Desai,26,3,4,3,3
624,624,Shankar Rao,49,8,4,5,1
625,625,Ananya Jain,20,4,4,4,1
626,626,Ravi Bhat,65,7,5,5,2
627,627,Shankar Jain,70,2,6,2,1
628,628,Deepak Patil,63,1,3,3,1
629,629,Meera Desai,22,1,1,2,2
630,630,Sunil Rao,42,2,6,5,1
631,631,Imran Desai,73,8,4,5,2
632,632,Deepak Patil,65,1,1,1,2
633,633,Sunil Naik,34,4,4,4,1
634,634,Ajay Sharma,66,5,1,3,3
635,635,Kavya Rao,56,8,4,5,2
636,636,Lakshmi Pujari,50,3,2,4,2
637,637,Ravi Joshi,58,3,1,1,2
638,638,Arun Mulla,37,4,6,2,2
639,639,Lakshmi Bhat,64,3,4,2,1
640,640,Sunil Rao,63,5,3,1,2
641,641,Manoj Sharma,58,6,3,4,1
642,642,Meera Pujari,33,7,1,1,3
643,643,Rahul Hegde,35,4,6,4,3
644,644,Anil Mulla,48,8,1,3,2
645,645,Deepak Gowda,55,8,5,3,2
646,646,Vijay Patil,60,3,5,2,1
647,647,Sneha Nayak,26,2,3,4,1
648,648,Farhan Mulla,39,4,5,2,1
649,649,Shreya Joshi,67,2,1,4,3
650,650,Pooja Desai,34,6,2,4,2
651,651,Farhan Reddy,69,5,4,1,1
652,652,Manoj Pujari,70,2,3,1,1
653,653,Aishwarya Naik,63,5,1,1,2
654,654,Deepak Desai,43,1,2,1,1
655,655,Asha Patil,44,6,3,1,2
656,656,Aishwarya Patil,38,7,5,2,2
657,657,Ajay Patil,29,5,2,4,3
658,658,Mahesh Reddy,60,7,4,3,3
659,659,Ravi Rao,53,3,2,1,1
660,660,Mahesh Gowda,23,3,6,2,1
661,661,Imran Gowda,44,1,5,3,3
662,662,Kiran Jain,27,5,3,2,2
663,663,Sunil Sharma,67,6,1,5,3
664,664,Naveen Naik,24,4,3,3,1
665,665,Anil Reddy,59,2,1,2,3
666,666,Sunil Shetty,57,6,2,1,1
667,667,Neha Hegde,65,4,6,2,2
668,668,Imran Naik,70,2,5,2,3
669,669,Lakshmi Kulkarni,70,4,4,5,3
670,670,Pooja Kumar,26,3,4,1,2
671,671,Ravi Joshi,57,3,5,4,2
672,672,Mahesh Rao,33,4,5,4,1
673,673,Vijay Pujari,43,4,1,5,3
674,674,Neha Hegde,72,7,4,1,3
675,675,Prakash Kumar,21,7,4,3,3
676,676,Asha Sharma,20,3,6,4,2
677,677,Kavya Sharma,29,5,2,1,3
678,678,Priya Sharma,18,3,6,1,3
679,679,Anil Khan,72,5,4,5,2
680,680,Aishwarya Reddy,52,2,6,5,1
681,681,Shankar Sharma,33,7,4,1,2
682,682,Shreya Reddy,74,6,3,2,3
683,683,Shreya Shetty,43,1,2,5,2
684,684,Farhan Khan,19,8,5,4,3
685,685,Suresh Naik,26,3,4,1,2
686,686,Anil Khan,66,7,3,2,2
687,687,Neha Desai,18,8,3,5,2
688,688,Kiran Desai,72,3,5,3,2
689,689,Ajay Bhat,35,2,5,1,2
690,690,Lakshmi Hegde,34,7,2,4,1
691,691,Aishwarya Naik,63,7,1,4,2
692,692,Sneha Bhat,48,8,5,3,2
693,693,Shankar Nayak,67,6,1,5,3
694,694,Priya Patil,34,5,2,2,2
695,695,Meera Joshi,27,6,1,3,1
696,696,Ravi Desai,18,4,3,2,1
697,697,Vijay Khan,68,5,1,2,2
698,698,Shreya Jain,18,3,1,3,1
699,699,Imran Kulkarni,25,5,3,3,3
700,700,Rahul Hegde,24,4,3,2,1
701,701,Neha Nayak,22,7,5,2,1
702,702,Deepak Gowda,45,7,1,3,2
703,703,Lakshmi Desai,59,3,1,5,1
704,704,Priya Sharma,38,6,5,1,2
705,705,Arun Gowda,63,6,5,1,1
706,706,Asha Hegde,22,1,6,5,3
707,707,Kavya Shetty,65,6,6,2,3
708,708,Asha Hegde,54,7,1,2,1
709,709,Meera Hegde,31,2,2,5,2
710,710,Anil Hegde,31,3,1,3,3
711,711,Prakash Jain,49,5,6,1,1
712,712,Priya Hegde,44,3,2,1,3
713,713,Nandini Rao,29,7,6,4,1
714,714,Imran Sharma,40,1,2,5,2
715,715,Nandini Nayak,41,2,5,2,2
716,716,Meera Kumar,57,6,5,4,3
717,717,Vijay Kulkarni,28,7,4,1,2
718,718,Prakash Kumar,60,8,2,2,1
719,719,Farhan Mulla,37,6,6,1,1
720,720,Sunil Patil,41,8,1,4,1
721,721,Vijay Hegde,29,1,6,5,1
722,722,Suresh Bhat,40,7,2,4,3
723,723,Manoj Kulkarni,50,7,4,4,2
724,724,Ajay Shetty,61,6,5,1,2
725,725,Ananya Sharma,42,2,6,2,3
726,726,Priya Shetty,58,6,1,2,1
727,727,Anil Mulla,49,8,3,5,3
728,728,Manoj Reddy,31,3,3,1,1
729,729,Sunil Khan,71,6,1,5,1
730,730,Aishwarya Nayak,54,5,2,1,1
731,731,Sunil Desai,47,1,2,1,2
732,732,Naveen Khan,22,2,3,1,3
733,733,Manoj Pujari,70,2,4,4,2
734,734,Shankar Nayak,52,8,5,3,1
735,735,Rahul Sharma,34,5,4,5,2
736,736,Divya Kumar,23,2,2,3,3
737,737,Sunil Kulkarni,68,6,1,5,2
738,738,Farhan Naik,32,7,6,2,2
739,739,Divya Desai,45,2,6,5,3
740,740,Naveen Nayak,48,8,1,1,2
741,741,Shankar Hegde,23,8,5,3,1
742,742,Vijay Rao,43,4,5,5,1
743,743,Nandini Mulla,73,4,2,1,1
744,744,Priya Jain,74,8,2,3,2
745,745,Ajay Gowda,75,1,1,3,1
746,746,Kavya Reddy,28,4,1,4,1
747,747,Aishwarya Kumar,34,3,3,1,3
748,748,Priya Desai,67,1,3,5,1
749,749,Farhan Bhat,68,1,4,2,1
750,750,Kiran Kumar,40,6,5,1,3
751,751,Ravi Gowda,62,7,5,1,1
752,752,Prakash Gowda,69,6,6,1,1
753,753,Pooja Jain,67,7,3,4,2
754,754,Shankar Jain,71,5,6,1,1
755,755,Nandini Jain,57,6,4,4,3
756,756,Deepak Kumar,51,5,2,3,3
757,757,Ananya Joshi,49,6,4,1,1
758,758,Shreya Gowda,59,2,2,3,3
759,759,Sunil Rao,49,1,1,2,1
760,760,Kavya Kumar,32,6,6,4,1
761,761,Anil Joshi,39,1,1,4,2
762,762,Meera Bhat,30,5,1,2,2
763,763,Priya Joshi,67,3,3,4,1
764,764,Mahesh Nayak,49,8,2,2,3
765,765,Shankar Bhat,42,8,6,3,2
766,766,Deepak Naik,41,2,4,2,3
767,767,Sunil Bhat,18,1,3,2,1
768,768,Arun Desai,19,6,6,1,1
769,769,Ananya Bhat,35,4,4,3,1
770,770,Nandini Jain,22,7,1,2,2
771,771,Nandini Shetty,23,1,4,2,3
772,772,Vijay Reddy,47,4,5,2,1
773,773,Vijay Nayak,19,1,3,2,1
774,774,Aishwarya Pujari,27,7,2,3,1
775,775,Lakshmi Mulla,49,5,4,1,1
776,776,Suresh Nayak,68,1,5,1,2
777,777,Priya Khan,57,5,3,1,1
778,778,Asha Joshi,39,4,6,3,2
779,779,Manoj Kulkarni,62,7,1,4,1
780,780,Naveen Rao,45,5,2,2,3
781,781,Farhan Bhat,32,6,3,4,1
782,782,Neha Mulla,25,3,1,3,3
783,783,Shreya Naik,61,4,3,3,3
784,784,Ajay Sharma,26,2,1,2,1
785,785,Vijay Pujari,39,7,5,5,3
786,786,Naveen Joshi,19,2,4,2,2
787,787,Ananya Rao,43,1,4,1,3
788,788,Sunil Rao,55,7,6,2,2
789,789,Imran Rao,34,8,4,4,1
790,790,Sunil Joshi,29,8,6,1,1
791,791,Imran Khan,23,7,1,4,3
792,792,Suresh Shetty,32,1,3,1,2
793,793,Shankar Khan,26,2,5,2,3
794,794,Mahesh Nayak,52,1,2,1,3
795,795,Shankar Hegde,25,7,1,4,1
796,796,Ananya Sharma,61,3,4,1,3
797,797,Manoj Nayak,62,5,4,4,2
798,798,Manoj Shetty,27,7,5,3,1
799,799,Lakshmi Khan,50,5,1,2,2
800,800,Prakash Patil,54,3,1,1,1
801,801,Divya Khan,18,2,6,4,2
802,802,Lakshmi Mulla,46,5,5,4,2
803,803,Ajay Reddy,22,5,4,1,1
804,804,Ananya Mulla,41,3,5,4,1
805,805,Naveen Bhat,25,8,3,1,2
806,806,Suresh Gowda,33,8,5,1,1
807,807,Naveen Hegde,70,4,2,5,2
808,808,Manoj Pujari,63,4,2,1,3
809,809,Imran Gowda,74,8,6,3,2
810,810,Prakash Jain,50,4,2,4,2
811,811,Suresh Reddy,36,4,2,4,3
812,812,Ajay Mulla,60,6,6,1,2
813,813,Priya Sharma,65,1,2,2,3
814,814,Lakshmi Khan,61,8,3,1,3
815,815,Manoj Gowda,71,5,4,4,3
816,816,Nandini Pujari,20,4,4,2,1
817,817,Arun Joshi,36,2,3,1,1
818,818,Lakshmi Mulla,47,2,6,4,1
819,819,Sneha Reddy,55,8,3,1,1
820,820,Farhan Pujari,22,7,6,3,3
821,821,Sneha Hegde,27,3,3,1,3
822,822,Sneha Joshi,74,4,2,3,2
823,823,Arun Hegde,19,1,4,5,3
824,824,Prakash Patil,55,2,2,4,2
825,825,Deepak Reddy,53,7,1,3,3
826,826,Arun Gowda,34,8,6,3,3
827,827,Divya Desai,53,7,4,1,2
828,828,Ananya Naik,56,2,3,3,3
829,829,Vijay Shetty,52,7,2,1,3
830,830,Divya Hegde,23,5,5,1,3
831,831,Lakshmi Rao,70,3,4,2,2
832,832,Priya Hegde,60,6,1,4,2
833,833,Anil Gowda,38,1,1,3,3
834,834,Divya Kumar,42,5,6,1,2
835,835,Manoj Gowda,54,3,2,3,1
836,836,Farhan Nayak,57,3,3,4,3
837,837,Sneha Gowda,38,2,4,5,2
838,838,Priya Sharma,27,1,5,5,1
839,839,Vijay Jain,47,6,2,4,1
840,840,Manoj Nayak,25,6,4,4,1
841,841,Vijay Gowda,55,5,2,4,2
842,842,Suresh Desai,36,6,3,1,2
843,843,Lakshmi Mulla,32,5,5,1,2
844,844,Priya Shetty,67,3,6,2,1
845,845,Mahesh Reddy,55,5,1,3,3
846,846,Sneha Bhat,72,6,3,4,1
847,847,Shreya Sharma,69,4,5,5,2
848,848,Priya Pujari,70,6,4,1,3
849,849,Ananya Mulla,59,7,1,3,3
850,850,Ravi Pujari,25,1,6,3,3
851,851,Vijay Kulkarni,33,3,6,4,1
852,852,Imran Bhat,49,5,2,1,3
853,853,Nandini Shetty,56,5,2,3,2
854,854,Asha Kulkarni,45,5,3,3,3
855,855,Ananya Nayak,27,7,5,3,1
856,856,Priya Naik,46,4,5,3,3
857,857,Vijay Gowda,23,8,1,3,3
858,858,Pooja Gowda,39,4,6,2,1
859,859,Lakshmi Jain,49,8,6,3,3
860,860,Prakash Naik,70,2,4,2,1
861,861,Kiran Desai,73,5,5,4,3
862,862,Naveen Bhat,32,7,4,5,1
863,863,Ananya Gowda,37,6,2,5,1
864,864,Pooja Jain,59,1,3,5,1
865,865,Manoj Reddy,62,5,1,1,2
866,866,Naveen Nayak,57,8,6,4,2
867,867,Ajay Bhat,49,7,1,1,2
868,868,Anil Nayak,21,6,1,4,3
869,869,Shreya Desai,59,4,4,1,1
870,870,Vijay Patil,75,3,3,4,3
871,871,Lakshmi Gowda,72,8,6,5,2
872,872,Naveen Hegde,60,1,4,3,1
873,873,Pooja Patil,26,6,3,4,3
874,874,Divya Kumar,48,4,2,1,1
875,875,Rahul Rao,37,7,6,4,3
876,876,Lakshmi Mulla,46,1,5,2,2
877,877,Shreya Kulkarni,47,7,6,4,2
878,878,Shankar Nayak,58,3,4,4,3
879,879,Prakash Hegde,38,3,1,5,3
880,880,Sneha Gowda,45,4,3,5,1
881,881,Kavya Nayak,52,7,5,4,3
882,882,Divya Hegde,61,3,1,3,3
883,883,Anil Khan,67,5,5,4,3
884,884,Arun Naik,53,5,5,5,2
885,885,Imran Pujari,31,1,4,3,3
886,886,Sneha Rao,25,3,4,3,3
887,887,Kavya Hegde,40,4,2,3,1
888,888,Anil Nayak,24,6,3,4,1
889,889,Manoj Desai,45,2,5,2,1
890,890,Deepak Nayak,50,7,5,4,1
891,891,Naveen Khan,43,7,4,4,3
892,892,Nandini Bhat,62,7,1,4,3
893,893,Mahesh Sharma,60,4,5,5,2
894,894,Suresh Khan,28,7,5,5,1
895,895,Aishwarya Khan,51,4,3,4,3
896,896,Lakshmi Nayak,60,2,5,4,3
897,897,Mahesh Desai,22,5,4,2,2
898,898,Ravi Patil,52,1,4,3,1
899,899,Manoj Hegde,47,8,4,5,3
900,900,Nandini Khan,19,6,1,2,2
901,901,Shreya Kumar,75,3,6,1,1
902,902,Lakshmi Sharma,53,4,6,1,3
903,903,Vijay Desai,50,1,1,2,1
904,904,Sneha Pujari,52,8,3,5,1
905,905,Suresh Shetty,45,8,6,4,2
906,906,Aishwarya Sharma,33,5,2,1,3
907,907,Prakash Bhat,50,2,1,1,2
908,908,Imran Khan,33,3,2,1,1
909,909,Mahesh Khan,69,2,1,3,3
910,910,Shreya Sharma,46,8,5,5,2
911,911,Deepak Patil,56,3,4,5,1
912,912,Ananya Rao,20,3,4,2,2
913,913,Neha Kulkarni,29,2,3,3,3
914,914,Shreya Patil,21,3,5,5,2
915,915,Sneha Joshi,65,5,2,1,2
916,916,Divya Desai,59,4,6,5,3
917,917,Prakash Jain,27,8,1,4,3
918,918,Nandini Naik,56,8,1,5,1
919,919,Shankar Jain,21,7,6,1,3
920,920,Lakshmi Sharma,23,4,3,5,2
921,921,Lakshmi Reddy,39,8,1,3,2
922,922,Lakshmi Pujari,72,8,1,4,2
923,923,Ananya Mulla,41,5,4,2,2
924,924,Prakash Naik,31,3,6,5,2
925,925,Farhan Sharma,20,4,4,2,2
926,926,Prakash Bhat,66,7,1,4,1
927,927,Ajay Shetty,66,2,6,3,3
928,928,Anil Gowda,56,1,5,2,1
929,929,Priya Jain,72,2,3,5,1
930,930,Divya Hegde,56,1,5,5,2
931,931,Ajay Naik,60,6,2,3,1
932,932,Aishwarya Joshi,58,4,6,1,2
933,933,Naveen Jain,73,4,1,4,2
934,934,Kiran Sharma,48,1,2,4,1
935,935,Lakshmi Pujari,51,7,2,1,2
936,936,Shankar Sharma,41,6,4,4,1
937,937,Shankar Pujari,54,1,2,5,2
938,938,Ravi Bhat,35,7,1,1,3
939,939,Deepak Shetty,20,6,1,4,2
940,940,Mahesh Patil,28,3,6,1,2
941,941,Pooja Bhat,46,7,6,1,1
942,942,Farhan Bhat,18,8,2,1,1
943,943,Prakash Desai,26,6,5,5,3
944,944,Sneha Desai,50,1,4,3,1
945,945,Farhan Kumar,70,7,2,1,1
946,946,Arun Desai,47,3,1,3,1
947,947,Naveen Gowda,55,1,6,3,2
948,948,Neha Reddy,38,5,6,1,2
949,949,Anil Jain,66,4,2,5,1
950,950,Vijay Joshi,38,6,6,2,3
951,951,Ajay Rao,56,8,4,1,1
952,952,Prakash Reddy,72,8,6,4,2
953,953,Pooja Kulkarni,38,8,4,1,3
954,954,Kiran Jain,62,8,2,3,1
955,955,Sunil Nayak,47,1,5,1,2
956,956,Rahul Nayak,69,5,5,3,2
957,957,Ravi Mulla,46,2,3,5,2
958,958,Nandini Mulla,22,8,2,5,1
959,959,Farhan Naik,25,5,5,1,1
960,960,Prakash Gowda,32,2,2,2,3
961,961,Priya Shetty,32,5,6,3,1
962,962,Vijay Bhat,20,6,6,3,1
963,963,Deepak Gowda,52,8,5,4,3
964,964,Manoj Sharma,50,8,5,2,1
965,965,Imran Hegde,29,5,5,2,3
966,966,Naveen Mulla,46,5,2,1,1
967,967,Divya Hegde,58,4,4,4,3
968,968,Lakshmi Kumar,63,5,1,3,3
969,969,Ajay Jain,60,1,6,3,3
970,970,Mahesh Rao,47,7,3,2,1
971,971,Meera Joshi,63,6,5,3,3
972,972,Pooja Kumar,56,1,2,5,2
973,973,Naveen Hegde,60,2,3,4,1
974,974,Sneha Joshi,75,1,6,5,2
975,975,Deepak Bhat,74,6,1,4,3
976,976,Meera Kumar,64,3,2,5,3
977,977,Kiran Desai,60,3,4,1,2
978,978,Sneha Kumar,43,8,3,3,3
979,979,Deepak Bhat,75,6,3,2,2
980,980,Rahul Naik,70,3,4,1,1
981,981,Nandini Nayak,44,3,1,1,1
982,982,Suresh Hegde,57,4,1,4,1
983,983,Pooja Pujari,31,2,3,2,3
984,984,Priya Desai,59,6,6,5,2
985,985,Sneha Joshi,74,4,5,2,1
986,986,Meera Gowda,36,7,1,4,1
987,987,Farhan Hegde,69,5,6,3,2
988,988,Ravi Gowda,42,4,2,5,2
989,989,Ajay Nayak,35,8,5,1,1
990,990,Shreya Desai,25,3,4,3,3
991,991,Arun Joshi,43,5,5,2,1
992,992,Nandini Hegde,64,6,2,1,2
993,993,Pooja Sharma,34,3,4,5,1
994,994,Naveen Jain,51,2,5,4,1
995,995,Ajay Pujari,30,3,5,3,2
996,996,Prakash Patil,31,7,3,4,1
997,997,Ravi Nayak,61,7,5,3,1
998,998,Ravi Joshi,36,3,1,4,1
999,999,Priya Hegde,31,7,4,4,3
1000,1000,Naveen Kumar,56,5,4,4,1
1001,1001,Kavya Joshi,63,3,6,4,3
1002,1002,Kavya Jain,72,2,6,4,2
1003,1003,Neha Naik,57,6,5,4,1
1004,1004,Naveen Sharma,25,6,1,3,1
1005,1005,Anil Bhat,52,1,1,2,2
1006,1006,Imran Hegde,19,6,5,2,2
1007,1007,Meera Khan,40,3,4,1,3
1008,1008,Farhan Khan,67,5,5,2,1
1009,1009,Manoj Reddy,46,8,6,4,1
1010,1010,Naveen Rao,30,5,5,1,1
1011,1011,Ananya Jain,59,3,1,3,1
1012,1012,Kiran Shetty,31,2,4,4,3
1013,1013,Arun Kulkarni,74,3,6,4,3
1014,1014,Imran Reddy,20,5,4,1,3
1015,1015,Imran Shetty,21,1,6,3,3
1016,1016,Sneha Shetty,24,5,6,5,3
1017,1017,Priya Kumar,30,8,2,4,1
1018,1018,Meera Reddy,21,8,2,5,3
1019,1019,Farhan Khan,50,7,5,4,2
1020,1020,Prakash Desai,35,5,6,5,1
1021,1021,Aishwarya Patil,34,4,1,2,1
1022,1022,Farhan Naik,72,7,3,1,1
1023,1023,Sunil Hegde,52,5,3,2,1
1024,1024,Imran Nayak,50,3,5,1,2
1025,1025,Imran Pujari,53,5,5,2,2
1026,1026,Pooja Sharma,57,5,4,5,3
1027,1027,Anil Naik,40,8,3,5,3
1028,1028,Rahul Nayak,50,8,3,4,3
1029,1029,Lakshmi Naik,53,5,4,2,1
1030,1030,Ravi Joshi,58,1,2,2,3
1031,1031,Asha Jain,70,4,6,5,2
1032,1032,Asha Mulla,31,6,5,5,2
1033,1033,Priya Kumar,28,5,1,3,3
1034,1034,Arun Jain,65,8,3,4,1
1035,1035,Rahul Shetty,38,1,3,2,1
1036,1036,Kiran Hegde,48,5,5,1,3
1037,1037,Aishwarya Pujari,66,7,1,3,1
1038,1038,Ananya Khan,66,1,5,2,3
1039,1039,Neha Mulla,24,3,3,1,2
1040,1040,Ananya Hegde,57,7,1,4,1
1041,1041,Arun Jain,54,3,1,1,2
1042,1042,Pooja Mulla,66,7,6,1,1
1043,1043,Shreya Reddy,26,8,6,3,1
1044,1044,Ravi Nayak,59,1,1,1,2
1045,1045,Imran Gowda,49,4,4,2,2
1046,1046,Shreya Reddy,44,6,4,2,3
1047,1047,Anil Mulla,19,3,5,3,1
1048,1048,Meera Naik,31,3,4,5,2
1049,1049,Mahesh Bhat,51,6,4,2,3
1050,1050,Suresh Shetty,68,3,6,1,2
1051,1051,Shreya Rao,51,8,1,1,1
1052,1052,Deepak Reddy,38,2,3,2,1
1053,1053,Aishwarya Shetty,24,6,5,1,1
1054,1054,Rahul Mulla,57,8,4,5,1
1055,1055,Kiran Jain,44,2,3,3,2
1056,1056,Neha Mulla,24,7,5,1,2
1057,1057,Manoj Patil,50,5,2,1,2
1058,1058,Ananya Pujari,69,5,6,5,2
1059,1059,Pooja Patil,22,3,1,1,1
1060,1060,Divya Hegde,51,3,6,3,1
1061,1061,Sunil Gowda,56,5,2,1,3
1062,1062,Mahesh Khan,48,8,5,1,3
1063,1063,Pooja Desai,30,5,5,1,1
1064,1064,Shreya Hegde,53,7,1,2,2
1065,1065,Sneha Khan,47,8,6,3,2
1066,1066,Aishwarya Kumar,72,4,1,3,2
1067,1067,Arun Bhat,18,4,1,4,2
1068,1068,Rahul Shetty,70,5,4,1,1
1069,1069,Kiran Rao,72,5,1,3,2
1070,1070,Farhan Mulla,46,5,3,5,2
1071,1071,Neha Sharma,47,2,1,5,3
1072,1072,Imran Joshi,67,5,6,3,1
1073,1073,Anil Jain,67,5,6,1,2
1074,1074,Shreya Reddy,43,6,3,3,3
1075,1075,Prakash Nayak,20,8,6,1,2
1076,1076,Aishwarya Gowda,69,7,6,5,2
1077,1077,Manoj Kumar,35,2,1,1,3
1078,1078,Sunil Bhat,37,4,3,3,2
1079,1079,Manoj Pujari,55,5,6,5,3
1080,1080,Sneha Desai,60,8,5,5,2
1081,1081,Sunil Kumar,68,2,5,3,1
1082,1082,Ananya Joshi,29,6,3,5,1
1083,1083,Rahul Shetty,26,2,3,1,1
1084,1084,Deepak Joshi,53,4,5,1,3
1085,1085,Rahul Bhat,51,2,3,2,3
1086,1086,Aishwarya Bhat,71,2,1,1,3
1087,1087,Prakash Sharma,70,5,5,5,2
1088,1088,Arun Patil,70,6,1,1,2
1089,1089,Anil Rao,72,7,5,1,1
1090,1090,Sneha Naik,56,6,2,3,1
1091,1091,Neha Joshi,32,1,2,4,2
1092,1092,Kavya Joshi,75,8,2,1,2
1093,1093,Imran Nayak,25,6,3,2,1
1094,1094,Aishwarya Shetty,64,7,6,3,1
1095,1095,Anil Khan,43,2,3,2,3
1096,1096,Imran Reddy,54,1,4,4,1
1097,1097,Mahesh Nayak,48,2,3,5,2
1098,1098,Sunil Reddy,65,3,1,2,3
1099,1099,Naveen Sharma,68,4,2,4,1
1100,1100,Meera Hegde,32,3,1,2,3
1101,1101,Neha Patil,75,2,5,2,2
1102,1102,Shankar Nayak,50,4,2,1,2
1103,1103,Ravi Bhat,18,3,2,5,2
1104,1104,Neha Jain,49,4,5,1,2
1105,1105,Kiran Hegde,28,7,3,3,2
1106,1106,Aishwarya Jain,26,6,1,5,2
1107,1107,Ravi Mulla,32,7,4,3,3
1108,1108,Pooja Gowda,24,6,2,2,3
1109,1109,Lakshmi Reddy,27,2,5,5,2
1110,1110,Shankar Jain,43,6,2,5,1
1111,1111,Farhan Patil,65,2,6,2,3
1112,1112,Shankar Shetty,54,6,6,4,3
1113,1113,Shankar Hegde,72,7,2,3,1
1114,1114,Ajay Nayak,67,5,3,4,2
1115,1115,Priya Mulla,73,5,1,5,3
1116,1116,Aishwarya Joshi,36,6,6,4,3
1117,1117,Naveen Rao,47,3,5,1,1
1118,1118,Kavya Hegde,23,6,3,4,3
1119,1119,Shreya Desai,36,8,5,2,1
1120,1120,Aishwarya Jain,75,7,5,4,1
1121,1121,Ajay Pujari,43,2,4,5,1
1122,1122,Kavya Reddy,29,7,5,1,3
1123,1123,Shreya Kumar,19,5,4,1,1
1124,1124,Deepak Nayak,59,5,6,2,3
1125,1125,Mahesh Rao,72,6,5,1,2
1126,1126,Aishwarya Rao,50,6,4,5,1
1127,1127,Imran Kulkarni,54,7,2,4,3
1128,1128,Shankar Sharma,75,1,5,3,2
1129,1129,Ajay Naik,28,2,5,1,3
1130,1130,Priya Reddy,66,6,3,1,1
1131,1131,Anil Kumar,68,6,6,2,3
1132,1132,Priya Nayak,70,6,4,5,3
1133,1133,Ravi Kumar,22,7,6,4,3
1134,1134,Imran Jain,27,1,5,2,3
1135,1135,Asha Gowda,48,3,4,5,3
1136,1136,Suresh Desai,51,7,5,5,2
1137,1137,Ananya Sharma,58,2,1,2,2
1138,1138,Mahesh Rao,59,7,3,3,2
1139,1139,Sunil Kulkarni,39,4,3,3,2
1140,1140,Deepak Kumar,30,2,1,2,1
1141,1141,Imran Nayak,62,4,4,4,1
1142,1142,Aishwarya Bhat,24,4,5,5,1
1143,1143,Suresh Pujari,27,1,4,2,1
1144,1144,Neha Mulla,51,5,6,3,2
1145,1145,Sunil Gowda,33,3,3,2,1
1146,1146,Meera Jain,44,2,5,1,2
1147,1147,Neha Naik,21,2,6,4,1
1148,1148,Arun Kumar,29,1,2,4,2
1149,1149,Ajay Bhat,35,6,6,3,1
1150,1150,Sunil Sharma,63,7,2,3,2
1151,1151,Shankar Mulla,26,6,5,1,1
1152,1152,Mahesh Joshi,72,6,1,3,1
1153,1153,Vijay Desai,26,2,5,1,3
1154,1154,Deepak Patil,42,7,5,2,2
1155,1155,Lakshmi Reddy,71,4,5,5,1
1156,1156,Vijay Mulla,61,7,6,3,2
1157,1157,Manoj Kumar,65,8,2,1,2
1158,1158,Sunil Nayak,41,6,1,4,2
1159,1159,Anil Joshi,53,3,1,4,2
1160,1160,Asha Hegde,22,1,4,2,3
1161,1161,Nandini Gowda,28,8,4,5,3
1162,1162,Aishwarya Pujari,50,4,1,1,2
1163,1163,Arun Hegde,66,5,1,1,1
1164,1164,Priya Hegde,38,8,6,5,2
1165,1165,Meera Hegde,29,3,4,1,3
1166,1166,Rahul Kumar,18,1,5,3,1
1167,1167,Neha Mulla,73,2,1,5,2
1168,1168,Deepak Kulkarni,43,3,3,5,2
1169,1169,Ananya Gowda,28,1,1,5,2
1170,1170,Mahesh Shetty,62,2,4,5,1
1171,1171,Manoj Naik,59,8,4,3,1
1172,1172,Pooja Bhat,45,3,2,2,3
1173,1173,Kavya Mulla,21,2,6,2,1
1174,1174,Anil Jain,67,7,5,5,2
1175,1175,Prakash Naik,61,2,2,5,2
1176,1176,Aishwarya Khan,31,4,2,4,3
1177,1177,Nandini Hegde,19,6,4,5,1
1178,1178,Meera Mulla,70,5,3,2,1
1179,1179,Vijay Rao,47,5,3,3,2
1180,1180,Asha Patil,56,8,2,4,3
1181,1181,Rahul Gowda,31,2,2,1,2
1182,1182,Asha Kulkarni,52,7,2,4,2
1183,1183,Prakash Sharma,59,8,1,1,3
1184,1184,Kavya Kulkarni,19,3,3,3,3
1185,1185,Aishwarya Bhat,61,7,4,5,2
1186,1186,Manoj Reddy,68,2,6,5,3
1187,1187,Divya Reddy,35,5,6,4,2
1188,1188,Neha Kumar,38,1,1,3,3
1189,1189,Imran Kumar,59,3,5,3,2
1190,1190,Asha Gowda,67,7,2,3,2
1191,1191,Deepak Gowda,64,2,3,5,1
1192,1192,Prakash Jain,26,1,5,4,3
1193,1193,Kiran Khan,74,2,4,5,3
1194,1194,Shankar Mulla,69,8,2,1,1
1195,1195,Sunil Bhat,59,7,6,3,2
1196,1196,Ravi Naik,35,4,4,2,1
1197,1197,Kiran Bhat,55,8,6,1,1
1198,1198,Mahesh Joshi,42,7,3,5,1
1199,1199,Shankar Khan,68,8,5,4,3
1200,1200,Arun Kulkarni,21,2,3,2,3
1201,1201,Sunil Khan,19,1,4,4,1
1202,1202,Vijay Nayak,43,6,4,3,3
1203,1203,Priya Shetty,59,1,4,3,1
1204,1204,Anil Kumar,29,3,4,1,2
1205,1205,Imran Kumar,22,5,4,1,1
1206,1206,Kavya Rao,53,6,6,2,2
1207,1207,Ajay Patil,42,8,1,1,2
1208,1208,Naveen Shetty,43,4,4,2,3
1209,1209,Anil Gowda,69,8,4,5,3
